,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
279,Safi,6,MA,1592463179,79,32.3,-9.24,67.62,10.8
280,Baharly,0,TM,1592463179,11,38.44,57.43,91.54,13.8
281,Vardø,0,NO,1592463179,58,70.37,31.11,57.2,2.24
282,São Sebastião,0,BR,1592463108,77,-23.76,-45.41,65.55,5.21
283,Narsaq,82,GL,1592463180,86,60.92,-46.05,37.4,4.7
284,Tyrma,92,RU,1592463180,39,50.08,132.17,66.52,3.02
285,St. George's,20,GD,1592463181,83,12.06,-61.75,80.6,13.87
286,San Fernando del Valle de Catamarca,0,AR,1592463181,67,-28.47,-65.79,46.99,1.01
287,Yangi Marg`ilon,94,UZ,1592463181,22,40.43,71.72,78.8,9.17
288,Grandview,1,US,1592463181,69,38.89,-94.53,75.2,11.41
289,Paracuru,7,BR,1592463182,85,-3.41,-39.03,75.0,12.48
290,Nisibis,0,TR,1592463182,24,37.08,41.22,89.6,2.24
291,Yongzhou,100,CN,1592463182,56,26.46,111.6,93.15,11.54
292,Dudinka,76,RU,1592463125,39,69.41,86.18,50.0,4.47
293,Santa Cruz de la Sierra,20,BO,1592463105,83,-17.8,-63.17,73.4,14.99
294,Bonavista,100,CA,1592463183,77,48.65,-53.11,53.4,17.27
295,Omboué,90,GA,1592463184,86,-1.57,9.26,74.12,4.27
296,Petropavlovsk-Kamchatskiy,17,RU,1592463184,71,53.05,158.65,53.6,17.9
297,Vila Franca do Campo,75,PT,1592463185,77,37.72,-25.43,62.6,4.7
298,Ginir,20,ET,1592463185,70,7.13,40.7,67.26,8.12
299,Beringovskiy,1,RU,1592463185,56,63.05,179.32,51.26,5.19
300,Yeppoon,51,AU,1592463185,49,-23.13,150.73,73.4,14.99
301,Kyren,61,RU,1592463186,46,51.68,102.14,75.97,3.83
302,Alofi,27,NU,1592463186,73,-19.06,-169.92,71.6,8.05
303,Nynäshamn,20,SE,1592463187,77,58.9,17.95,68.0,3.36
304,Oranjemund,0,NA,1592463187,35,-28.55,16.43,63.99,23.76
305,Comodoro Rivadavia,100,AR,1592463147,65,-45.87,-67.5,46.4,5.82
306,Healdsburg,1,US,1592463188,45,38.61,-122.87,66.2,4.7
307,Upernavik,0,GL,1592463058,91,72.79,-56.15,33.01,6.44
308,Vaitape,96,PF,1592463189,76,-16.52,-151.75,82.06,3.24
309,Vidim,8,RU,1592463189,27,56.41,103.11,71.46,5.3
310,Oriximiná,71,BR,1592463189,90,-1.77,-55.87,74.73,1.16
311,Havre-St-Pierre,90,CA,1592463189,82,50.23,-63.6,55.4,4.7
312,Nioro,100,GM,1592463190,81,13.35,-15.75,78.3,7.85
313,Karasjok,58,NO,1592463184,48,69.47,25.51,60.8,8.05
314,Flinders,62,AU,1592463190,61,-34.58,150.86,63.0,1.99
315,Marsá Maţrūḩ,0,EG,1592463190,64,31.35,27.25,75.11,20.65
316,Grindavik,75,IS,1592463192,76,63.84,-22.43,48.2,21.92
317,Lensk,94,RU,1592463192,54,60.73,114.93,64.29,5.14
318,Halifax,0,CA,1592463037,83,44.65,-63.57,57.0,6.8
319,Vostok,100,RU,1592463193,93,46.49,135.88,54.7,2.95
320,Presidencia Roque Sáenz Peña,23,AR,1592463193,67,-26.79,-60.44,73.0,3.0
321,Esperance,40,AU,1592463193,55,-33.87,121.9,60.8,26.4
322,Faya,62,SA,1592463102,10,18.39,42.45,84.2,18.34
323,Severo-Kuril'sk,43,RU,1592463194,83,50.68,156.12,45.36,6.31
324,Esim,100,GH,1592463194,86,4.87,-2.24,77.11,11.45
325,Bijāwar,40,IN,1592463194,59,24.63,79.5,95.0,2.24
326,Marsh Harbour,100,BS,1592463195,80,26.54,-77.06,79.72,13.2
327,Dekar,0,BW,1592463195,68,-21.53,21.93,51.69,14.85
328,Necochea,100,AR,1592463195,99,-38.55,-58.74,55.0,8.99
329,Sept-Îles,75,CA,1592462998,82,50.2,-66.38,64.4,4.7
330,Muravlenko,100,RU,1592463172,49,63.79,74.52,49.93,14.72
331,Kangaatsiaq,2,GL,1592463197,91,68.31,-53.46,35.06,8.23
332,Ambilobe,0,MG,1592463197,35,-13.2,49.05,86.38,2.37
333,Novikovo,1,RU,1592463197,61,51.15,37.89,75.69,7.87
334,Gravelbourg,100,CA,1592463198,88,49.88,-106.55,49.3,13.62
335,Grudziądz,28,PL,1592463198,51,53.48,18.75,72.0,7.14
336,Coahuayana Viejo,57,MX,1592463199,76,18.73,-103.68,77.68,0.92
337,Skibbereen,75,IE,1592463199,87,51.55,-9.27,53.6,9.17
338,Ostrovnoy,80,RU,1592463200,59,68.05,39.51,56.08,10.8
339,Natal,2,BR,1592463200,100,-5.79,-35.21,69.8,4.7
340,Gijang,90,KR,1592463200,82,35.24,129.21,68.0,5.82
341,Cruzeiro do Sul,96,BR,1592463200,72,-29.51,-51.99,71.01,1.99
342,Mendi,100,PG,1592463201,99,-6.18,143.65,60.33,2.28
343,Vestmannaeyjar,40,IS,1592463201,81,63.44,-20.27,48.2,20.8
344,Itoman,75,JP,1592463201,79,26.12,127.67,89.6,13.87
345,Cascais,20,PT,1592463179,77,38.7,-9.42,64.99,12.75
346,Richards Bay,100,ZA,1592463202,88,-28.78,32.04,57.99,9.78
347,Tommot,100,RU,1592463202,44,58.96,126.29,75.87,4.34
348,Jalu,0,LY,1592463202,39,29.03,21.55,78.22,1.79
349,Stawell,35,AU,1592463202,78,-37.05,142.77,52.23,9.15
350,Saint-Augustin,100,CA,1592463203,87,51.23,-58.65,55.99,5.99
351,Altay,31,CN,1592463205,33,47.87,88.12,74.52,11.7
352,Whitehorse,75,CA,1592463126,58,60.72,-135.05,53.6,16.11
353,Bathsheba,40,BB,1592463206,78,13.22,-59.52,80.6,11.41
354,Santa Vitória do Palmar,100,BR,1592463206,72,-33.52,-53.37,69.53,20.47
355,Colorado Springs,1,US,1592462964,30,38.83,-104.82,71.6,18.34
356,Mahébourg,75,MU,1592463206,73,-20.41,57.7,73.4,17.22
357,Kahului,20,US,1592463006,65,20.89,-156.47,78.8,16.11
358,Vernon,40,CA,1592462982,76,50.26,-119.27,57.99,2.24
359,Mawlaik,94,MM,1592463207,78,23.63,94.42,87.12,3.2
360,Mahibadhoo,99,MV,1592463207,74,3.78,72.97,84.25,5.77
361,Quatre Cocos,75,MU,1592463144,73,-20.21,57.76,73.4,17.22
362,Stornoway,90,GB,1592463208,100,58.21,-6.39,55.99,2.24
363,Granada,0,ES,1592463208,59,37.25,-3.25,63.0,0.85
364,Moose Factory,1,CA,1592463209,44,51.26,-80.61,75.2,17.22
365,Santiago del Estero,0,AR,1592462938,35,-27.8,-64.26,62.22,14.27
366,Takoradze,100,GH,1592463209,86,4.88,-1.76,77.02,10.98
367,Butembo,1,CD,1592463210,72,0.15,29.28,67.53,1.68
368,Dongkan,100,CN,1592463210,88,34.0,119.83,67.71,12.44
369,Touros,21,BR,1592463210,100,-5.2,-35.46,69.8,4.7
370,Labuan,75,MY,1592463210,79,5.28,115.24,87.8,10.29
371,Bengkulu,51,ID,1592462946,68,-3.8,102.27,85.21,6.44
372,Cabo San Lucas,32,MX,1592463211,38,22.89,-109.91,84.0,13.09
373,La Libertad,100,EC,1592463211,88,-2.23,-80.9,70.86,12.12
374,Somerset,90,US,1592463212,93,40.57,-74.55,64.99,3.36
375,Usinsk,100,RU,1592463212,61,65.99,57.53,43.83,13.49
376,Roald,0,NO,1592463212,82,62.58,6.13,63.0,3.36
377,Plettenberg Bay,0,ZA,1592463212,47,-34.05,23.37,62.6,9.62
378,Sur,0,OM,1592463213,38,22.57,59.53,99.68,11.7
379,Marzuq,72,YE,1592463213,12,14.4,46.47,94.3,2.08
380,Ewo,99,CG,1592463213,75,-0.87,14.82,77.29,5.01
381,Canto do Buriti,0,BR,1592463213,70,-8.11,-42.94,66.83,6.49
382,Ilulissat,0,GL,1592463079,80,69.22,-51.1,35.6,4.7
383,Mimongo,63,GA,1592463214,86,-1.62,11.61,71.46,1.59
384,Owando,81,CG,1592463214,76,-0.48,15.9,77.61,3.13
385,Huilong,100,CN,1592463214,74,31.81,121.66,93.0,1.01
386,Sterling,90,US,1592463215,93,39.01,-77.43,66.99,8.05
387,Khorixas,0,NA,1592463215,36,-20.37,14.97,63.55,20.6
388,Byron Bay,90,AU,1592463215,68,-28.65,153.62,66.2,14.99
389,Gazojak,0,TM,1592463215,13,41.19,61.4,87.75,7.11
390,Fortuna,1,US,1592463216,93,40.6,-124.16,53.01,3.11
391,Namtsy,67,RU,1592463216,18,62.72,129.67,82.4,6.71
392,Morgan City,1,US,1592463216,88,29.7,-91.21,75.2,2.44
393,Buala,29,SB,1592463217,76,-8.14,159.59,82.31,2.93
394,Nara,75,JP,1592463217,88,34.69,135.8,69.8,8.05
395,Benguela,0,AO,1592463217,93,-12.58,13.41,66.2,4.5
396,Oyama,75,JP,1592463217,73,36.3,139.8,81.0,6.93
397,Waipawa,100,NZ,1592463218,100,-41.41,175.52,51.8,25.28
398,Lat Yao,100,TH,1592463218,84,15.75,99.79,77.43,1.45
399,Clyde River,90,CA,1592463066,96,70.47,-68.59,32.0,3.36
400,Kenai,1,US,1592463220,54,60.55,-151.26,57.2,6.93
401,Acajutla,100,SV,1592463220,100,13.59,-89.83,71.01,4.32
402,Hobyo,100,SO,1592463221,55,5.35,48.53,85.23,25.32
403,Mulanje,95,MW,1592463221,85,-16.03,35.5,62.91,7.43
404,Kruisfontein,0,ZA,1592463222,43,-34.0,24.73,58.01,6.96
405,Jalingo,100,NG,1592463222,90,8.88,11.37,72.07,3.49
406,Hagen,100,DE,1592463222,84,51.35,7.47,59.0,7.05
407,Kloulklubed,75,PW,1592463222,74,7.04,134.26,86.0,8.05
408,Sioux Lookout,75,CA,1592463108,61,50.1,-91.92,77.0,10.29
409,Moen,7,NO,1592463223,62,69.13,18.61,55.4,5.82
410,Conceição da Barra,57,BR,1592463223,91,-18.59,-39.73,67.96,3.74
411,Dunedin,100,NZ,1592463224,71,-45.87,170.5,43.0,4.0
412,Poso,100,ID,1592463224,58,-1.4,120.75,86.45,3.24
413,Jashpurnagar,61,IN,1592463225,60,22.9,84.15,84.74,9.89
414,Abhar,0,IR,1592463226,20,36.15,49.22,82.4,13.47
415,Mnogovershinnyy,100,RU,1592463227,95,53.94,139.92,42.51,4.32
416,Barcelona,20,ES,1592463091,93,41.39,2.16,62.01,9.17
417,Homer,40,US,1592463227,71,59.64,-151.55,53.6,6.93
418,Kungurtug,100,RU,1592463228,42,50.6,97.52,71.96,2.51
419,Poum,100,NC,1592463229,81,-20.23,164.02,74.64,11.97
420,Örnsköldsvik,52,SE,1592463230,87,63.29,18.72,60.8,3.36
421,Mercedes,100,AR,1592463230,96,-34.65,-59.43,60.01,1.99
422,Talnakh,100,RU,1592463230,39,69.49,88.4,50.0,4.47
423,Aden,68,YE,1592463231,67,12.78,45.04,88.16,11.88
424,North Bend,1,US,1592463232,93,43.41,-124.22,55.4,17.22
425,Kalmunai,80,LK,1592463232,51,7.42,81.82,91.99,5.53
426,Kedrovyy,69,RU,1592463232,44,56.17,91.82,75.2,4.47
427,Acapulco de Juárez,6,MX,1592463067,76,16.86,-99.89,79.81,4.21
428,Kinablangan,100,PH,1592463233,84,7.69,126.55,79.86,6.44
429,Gwadar,10,PK,1592463233,69,25.12,62.33,88.03,9.95
430,Pangkalanbuun,100,ID,1592462954,87,-2.68,111.62,83.59,4.05
431,Belaya Gora,13,RU,1592463234,18,68.53,146.42,89.83,8.97
432,Bima,28,ID,1592463234,65,-8.47,118.72,84.63,6.82
433,Yumen,100,CN,1592463235,10,40.28,97.2,91.71,11.97
434,Nuuk,77,GL,1592463235,83,64.18,-51.72,36.57,7.47
435,Talaya,93,RU,1592463235,50,61.38,152.75,68.83,13.11
436,Burns Lake,100,CA,1592463235,73,54.23,-125.75,49.84,2.53
437,Dehui,0,CN,1592463236,36,44.53,125.7,77.0,8.95
438,Besskorbnaya,100,RU,1592463236,6,44.64,41.31,71.01,8.01
439,Mossamedes,0,AO,1592463140,42,-15.2,12.15,75.27,5.73
440,Terrace,100,CA,1592463237,87,54.52,-128.6,55.99,2.82
441,Mount Gambier,40,AU,1592463038,67,-37.83,140.77,57.2,14.99
442,Azle,1,US,1592463238,57,32.9,-97.55,79.0,12.75
443,Maturin,100,VE,1592463238,99,9.75,-63.18,73.42,2.62
444,Chokurdakh,22,RU,1592463238,20,70.63,147.92,88.48,10.69
445,Ukiah,1,US,1592463239,45,39.15,-123.21,68.0,3.2
446,Eucaliptus,98,BO,1592463239,62,-17.58,-67.52,38.95,4.97
447,Itarema,10,BR,1592463100,90,-2.92,-39.92,74.39,11.88
448,Muroto-misakicho,75,JP,1592463240,100,33.28,134.15,66.2,4.7
449,Longkou,100,CN,1592463103,84,37.65,120.33,68.72,14.27
450,Rocha,100,UY,1592463241,76,-34.48,-54.33,70.02,17.76
451,Gari,95,RU,1592463163,39,59.43,62.35,56.43,11.43
452,Hay River,40,CA,1592463241,62,60.82,-115.8,55.4,8.05
453,Morondava,0,MG,1592463165,44,-20.28,44.28,74.12,7.74
454,Vicuña,100,CL,1592463242,87,-30.03,-70.71,50.0,4.7
455,Dingle,100,PH,1592463242,69,11.0,122.67,86.95,3.85
456,Flagstaff,1,US,1592463243,39,35.2,-111.65,64.99,4.88
457,San Quintín,30,MX,1592463243,86,30.48,-115.95,61.3,6.8
458,Khuzhir,1,RU,1592463243,64,53.19,107.34,51.13,7.94
459,Athabasca,0,CA,1592463244,83,54.72,-113.29,47.5,1.23
460,Adrar,0,MR,1592463244,25,20.5,-10.07,89.82,19.64
461,Farah,0,AF,1592463245,8,32.5,62.5,100.62,17.58
462,Amahai,21,ID,1592463245,83,-3.33,128.92,81.84,11.39
463,Agua Dulce,49,MX,1592463246,87,18.13,-94.13,78.1,4.54
464,Biak,93,ID,1592463246,79,-0.91,122.88,81.23,8.03
465,Pindwāra,0,IN,1592463247,38,24.8,73.07,98.42,13.06
466,Kentau,0,KZ,1592462962,16,43.52,68.51,82.26,4.63
467,Victor Harbor,100,AU,1592463247,58,-35.57,138.62,64.0,7.74
468,Tilichiki,88,RU,1592463248,75,60.47,166.1,56.7,4.59
469,Karpathos,40,GR,1592463248,78,35.51,27.21,75.2,17.22
470,Pemba,1,MZ,1592463248,67,-12.97,40.52,76.08,15.68
471,Hisor,20,TJ,1592463249,20,38.52,68.55,87.8,6.71
472,Mayor Pablo Lagerenza,100,PY,1592463250,53,-19.93,-60.77,77.9,13.53
473,Kanashevo,40,RU,1592463250,38,55.22,62.06,60.8,11.18
474,Pandan,100,PH,1592463251,74,14.05,124.17,85.48,8.1
475,Elko,0,US,1592463252,61,41.0,-115.5,48.99,11.01
476,Kidal,0,ML,1592463252,11,18.44,1.41,94.62,15.52
477,Na Wa,40,TH,1592463252,78,17.49,104.1,82.4,6.93
478,Kavieng,8,PG,1592463253,71,-2.57,150.8,85.01,9.8
479,Camacha,40,PT,1592463253,88,33.08,-16.33,66.2,10.29
480,Christchurch,100,NZ,1592463253,93,-43.53,172.63,46.99,13.87
481,Bharatpur,60,IN,1592463253,10,27.22,77.48,113.18,10.58
482,Polonnaruwa,79,LK,1592463254,38,7.93,81.0,97.83,14.43
483,Pemberton,100,CA,1592463254,66,50.32,-122.8,57.56,2.37
484,Mazagão,40,BR,1592463254,100,-0.12,-51.29,78.8,1.12
485,Mapiripán,54,CO,1592463255,94,2.89,-72.13,72.1,1.43
486,Luanda,75,AO,1592462998,83,-8.84,13.23,73.4,4.7
487,Batagay-Alyta,58,RU,1592463256,27,67.8,130.41,76.24,12.86
488,Te Anau,6,NZ,1592463256,85,-45.42,167.72,36.34,5.35
489,Suntar,100,RU,1592463256,94,62.14,117.63,53.73,4.09
490,Tessalit,0,ML,1592463257,11,20.2,1.01,94.62,18.77
491,Wajima,75,JP,1592463257,60,37.4,136.9,75.2,8.05
492,Mount Isa,40,AU,1592463258,32,-20.73,139.5,82.4,10.29
493,Dourdan,90,FR,1592463258,77,48.53,2.01,60.8,5.82
494,Azul,100,AR,1592463259,93,-36.78,-59.86,54.0,3.0
495,Gayny,1,RU,1592463259,40,60.31,54.32,57.69,8.25
496,Ust'-Ishim,98,RU,1592463259,39,57.69,71.17,57.45,11.56
497,Verkhoyansk,53,RU,1592463259,24,67.54,133.38,82.53,9.86
498,Zyryanovsk,97,KZ,1592463260,75,49.74,84.27,66.51,10.09
499,Chalán,7,CO,1592463260,95,9.55,-75.31,72.88,2.84
500,Abu Dhabi,0,AE,1592463048,47,24.47,54.37,96.8,12.75
501,Port Macquarie,79,AU,1592463261,88,-31.43,152.92,59.0,7.11
502,Kasama,1,ZM,1592463261,61,-10.21,31.18,61.18,10.31
503,Sinnamary,100,GF,1592463056,88,5.38,-52.95,76.64,5.48
504,Andenes,75,NO,1592463262,87,69.31,16.12,50.0,6.93
505,Ballybofey,98,IE,1592463262,82,54.8,-7.78,58.15,2.46
506,Havelock,1,US,1592463104,88,34.88,-76.9,70.0,6.29
507,Scottsbluff,90,US,1592463262,37,41.87,-103.67,66.2,9.17
508,Shimoda,75,JP,1592463263,88,34.67,138.95,71.6,1.12
509,Pasvalys,0,LT,1592463263,78,56.06,24.4,71.6,6.93
510,Durban,40,ZA,1592463236,87,-29.86,31.03,57.0,4.7
511,Aras,90,ES,1592463264,82,42.56,-2.36,57.2,3.36
512,Le Pradet,28,FR,1592463264,60,43.11,6.02,69.01,5.82
513,Ovada,75,IT,1592463265,77,44.64,8.65,69.8,19.46
514,Aykhal,40,RU,1592463266,30,66.0,111.5,71.6,4.47
515,Sørland,20,NO,1592463266,81,67.67,12.69,51.8,23.04
516,Nome,75,US,1592463266,55,64.5,-165.41,70.0,5.82
517,Deputatsky,73,RU,1592463267,23,69.3,139.9,79.25,6.58
518,Houma,1,US,1592463267,94,29.6,-90.72,70.0,4.14
519,Pontianak,100,ID,1592463267,74,-0.03,109.33,85.69,2.35
520,Alice Springs,0,AU,1592463268,21,-23.7,133.88,75.2,8.05
521,Saint-Pierre,31,RE,1592463268,64,-21.34,55.48,73.4,19.46
522,Port Shepstone,100,ZA,1592463268,58,-30.74,30.45,62.65,10.18
523,Āwash,66,ET,1592463269,33,8.98,40.17,89.91,10.4
524,Chippewa Falls,1,US,1592462407,56,44.94,-91.39,71.6,8.05
525,Luwuk,84,ID,1592463269,77,-0.95,122.79,82.33,6.62
526,Leyland,100,GB,1592463269,88,53.7,-2.69,59.0,1.99
527,Vestmanna,63,FO,1592463062,100,62.16,-7.17,48.2,3.87
528,Katangli,100,RU,1592463270,95,51.71,143.23,41.38,11.12
529,Arys,0,KZ,1592463271,17,42.43,68.8,82.4,8.95
530,San Estanislao,20,CO,1592463271,88,10.4,-75.15,80.6,12.75
531,Yerbogachën,90,RU,1592463272,36,61.28,108.01,69.37,2.37
532,Srednekolymsk,31,RU,1592463272,19,67.45,153.68,88.23,6.22
533,Srīvardhan,100,IN,1592463272,84,18.03,73.02,81.55,15.28
534,Mbini,83,GQ,1592463273,83,1.57,9.61,76.73,8.39
535,Iracoubo,100,GF,1592463273,90,5.48,-53.2,75.58,5.14
536,Sungai Penuh,98,ID,1592463273,91,-2.08,101.38,73.62,1.72
537,Isangel,75,VU,1592463273,73,-19.55,169.27,75.2,10.09
538,Maceió,20,BR,1592462992,94,-9.67,-35.74,68.0,2.24
539,Zabul Province,0,AF,1592463274,11,32.25,67.25,87.98,3.29
540,Nosy Varika,76,MG,1592463275,76,-20.58,48.53,67.33,6.42
541,Gazli,0,UZ,1592463275,13,40.13,63.45,88.05,13.04
542,Jasper,1,US,1592463224,73,37.2,-94.35,73.4,8.05
543,Anadyr,75,RU,1592463276,40,64.75,177.48,68.0,11.18
544,Morant Bay,20,JM,1592463159,74,17.88,-76.41,82.4,4.7
545,Havøysund,20,NO,1592463276,66,71.0,24.66,50.0,12.75
546,São Desidério,0,BR,1592463276,89,-12.36,-44.97,63.39,5.01
547,Llanes,62,ES,1592463278,98,43.42,-4.75,57.99,1.01
548,Carira,7,BR,1592463278,100,-10.36,-37.7,64.67,6.15
549,Ailigandí,86,PA,1592463278,84,9.23,-78.02,79.03,4.81
550,Winburg,2,ZA,1592463279,68,-28.52,27.01,44.6,9.15
551,Manaus,20,BR,1592462990,94,-3.1,-60.02,77.0,2.24
552,Aktash,13,RU,1592463281,63,50.3,87.73,56.03,2.55
553,Okha,100,RU,1592463282,86,53.57,142.95,42.15,11.05
554,Jiwani,1,PK,1592463282,71,25.05,61.74,87.49,10.56
555,Arkhangel’skoye,0,RU,1592463282,58,55.85,35.33,77.52,4.03
